,title,content,date,nickName
900,,"반갑습니다.
좋은 인연이 되었으면 좋겠네요~^^",2024-07-01 23:37,좋았어~
901,행복미소,"안녕하세요?
편안한 동행 되기를ㆍ",2024-07-02 00:09,행복미소
902,,"""도무지""라는 말 이 있다
뭣 어떤걸 물어보아도 잘 알수 없다는 의미!

허나 ~ 도무지는 형벌의 의미를 지닌
얼굴에 한지를 덥어 한장씩 추가하여 결국
질식해 숨지게 하는 형벌이었다 (고전에의함..)

시놀 가입후..  
도무지? 알 수 없는 사람이있다
그는 혼자가 아닌데 아는 사람은 다 알고
어지간 한 사람도 다 안다..( 나도 전해들음 )

정작 자신은 그 사실을 모르는걸까?
기혼 임에도 들이대는 도무지 알 수 없는 까닭은?
어떤분 말씀대로 간식을 위한~?

발 없는 말이 천리 간다던데..  ㅉ 
도무지 본인은 모르는듯. ㅡ.ㅡ;;
",2024-07-02 02:57,오도엽
903,,"몇년전 경주공원에서 ...
",2024-07-02 05:25,빠달
904,가입인사,"주말을 알차게 보내기 위해 가입했습니다.
잘 부탁드립니다.",2024-07-02 08:10,하나
905,,"1. ‘비만+검은 옷+O형’, 모기에겐 종합 선물세트? → 모기는 사람이 내뱉는 이산화탄소로 흡혈 대상을 찾는데 비만인 사람이 상대적으로 이산화탄소 배출량이 많다는 것. 또 어두운 색을 좋아한다. O형 혈액형을 좋아한다는 설은 반론


2. 한일, 편의점 점포수 '역전' → 편의점 대국 일본, 인구 고령화, 만성 일손 부족... 23개월째 감소. 한국은 매년 1000개씩 증가. 5월 기준 일본 5만 5641개 vs 한국 5만 5580개. 6월 지나면서 역전 추정. 인구수 감안하면 인구당 편의점 수는 한국이 2배 이상 많아.(아시아경제)


3. 소득세율 조정 시급하다 → 연봉 8800만원 ~1억5000만원에 대한 소득세율 35%... 이 세율은 서울 압구정 현대 3차 109㎡ 아파트가 8200만원하던 1987년 만들어진 것. 즉 1년에 아파트 한 채 값을 벌던 초고소득자에게 매기던 높은 세율이다.(한경)


4. 대학진학 유리하다... 고교자퇴 2% → 코로나 시기 1.1%까지 떨어진 고교 자퇴율, 2%로 상승. 강남, 서초, 송파 등 내신 경쟁이 치열한 지역일수록 자퇴율 높고 1학년 때 일찌감치 자퇴해 전략적으로 수능 준비에 집중하려는 경향 두드러져.(문화)


5. 장례식장의 상징... 1회용기 사라질까? → 서울 삼성서울병원 장례식장 다회 용기로 대체. 민간 대형 상급종합병원 중에선 처음. 사용한 용기는 전문 업체가 수거해 7단계 세척 과정을 거친 뒤 장례식장에 다시 공급한다. 서울시는 10배 강력한 위생 기준을 적용.(세계)


6. 한국은 베트남 최대 투자국 → ’한국은 베트남에 투자하는 146개 국가 중에서 총 870억달러 이상을 투자한 최대 투자국‘... 1일 한·베트남 비즈니스 포럼 참석한 ’팜민찐‘ 총리.(매경)


7. ‘관광객 몸살’... 서울 북촌 한옥마을 오후 5시 이후엔 관광객 통제 → 종로구, 관광진흥법에 따른 특별관리지역으로 지정. 북촌로 11길은 레드존으로 지정, 이곳에선 오전 10시부터 오후 5시까지만 관광이 허용된다.(문화)
",2024-07-02 08:38,시놀매니저
906,많은분들과웃으며 살고싶어 요,잘부탁드려요^^,2024-07-02 08:56,좋은친구찾아요
907,언제나 달리고싶다,잘부탁드려요^,2024-07-02 09:13,좋은친구찾아요
908,가입인사,잘 바탁드립니다.,2024-07-02 09:14,하나
909,서울둘레길 제 3 불암산 코스를 마치고,"드디어 장마가 시작된 모양이다.
그래도 일기 예보를 열심히 살피고 택일의 묘미를 살린 덕인지
비 한 방울 맞지 않고 서울둘레길 제3 불암산 코스를 마쳤다.
월요일이라 많은 분들이 참석하실 수 없다는 건 충분히 예상했다.

지난 세번째 정기 모임에 참석하지 못하신 네 분의 여성 동지를 안내해야 한다. 
중압감은 잠시,  책임감은 곧 안도감으로 바뀌고 발걸음도 가볍다. 
소심한 청일점을 향한 그녀들의 배려와 관심에 몸과 마음을 다 맡겼다. 
청일점은 장마철에도 꽃 향기에 취하는 행운을 누린다. 

이보다 더 좋을 수는 없다. 
이게 뜻밖에 얻은 소확행이다.

사진도 일정도 모두 감추었다.
이 추억은 내 마음 속 깊은 비밀의 정원에 묻었다.

풀잎에도 상처가 있다
                                      정호승
풀잎에도 상처가 있다.

꽃잎에도 상처가 있다

너와 함께 걸었던 들길을 걸으면

들길에 앉아 저녁놀을 바라보면

상처 많은 풀잎들이 손을 흔든다

상처 많은 꽃잎들이 

가장 향기롭다


시인은 상처를 향기로 승화하여 그 상처와 더불어 살아 가고 있다.
24.7. 초하룻날 밤에

https://m.blog.naver.com/krhong1/223498471179

",2024-07-02 10:52,케이
910,안녕하세요,모임 가입합니다,2024-07-02 11:17,볼링이좋아
911,여기에 당신의 꿈을~^^,만나서 잼나게  일 한번칩시다 ~ㅋ,2024-07-02 11:51,춘잉
912,,반갑습니다. 좋은 벗 되서주세여~^^,2024-07-02 13:40,미키얌
913,독후감 온라인작성,모임 활성화를 위해 도서 추천 하나씩 올려주시면 감사드리겠습니다°,2024-07-02 15:47,솔티드카라멜커픠
914,개인 투자하시는 분들이 읽기 좋은 택,읽는중인데 은퇴 후 개인투자하시는 분들이 심리 가다듬기 좋은 책 같습니다. 모두 힘내세요!,2024-07-02 15:51,솔티드카라멜커픠
915,즐거운 여행~~!!,함께 즐거운 여행가요 ^^,2024-07-02 16:10,미키얌
916,가입인사,좋은 모임. 가입합니다^^,2024-07-02 16:37,킴미영
917,ㅅㅅ,ㅇㅇㅇ,2024-07-02 16:49,박종수
918,.,"( 나의 벗님이여)

사랑하는
사람이 있다는 건
얼마나 향기로운 일일까요?

보고싶은
사람이 있디는 건
얼마나 즐거운 일일까요?

세상을 휘돌아
멀어져 가는 사람들 속에서
그리워지는 사람이 있다는 건
얼마나 다행한 일일까요?

그로 인하여
비어가는 인생길에
그리움 가득 채워가며
살아갈 수 있다는 건 얼마나
반갑고 고마운 일일까요?

가까이 멀리
그리고 때로는 아주 멀리
보이지 않는 곳에서 라도
생각나고 아롱 거리는
그리워지는 사람이 있다는 건
아직 내가 살아 있다는 느낌을 주는
기쁜일이 아닐까요?

아! 그러한 당신이
있다는 건 또 얼마나
아름답고 행복한 일일까요

언제나 힘이 되어주는
그리운 벗이여!
그대가 있음에 나의
노을길이 더욱
풍성하고 아름답다는 걸
잘 알고 있답니다

고맙고 그리운 벗이여 그대를 사랑합니다!!",2024-07-02 16:56,의봉
919,즐거운 모임,"안녕하세요 반갑습니다
저는 혼자된지가 15년이 지나가고 있습니다 그래서 이런 모임에 참석하여
외로움을 달래고 즐거운 시간을 보내고자 여기에 노크를 합니다",2024-07-02 17:49,취미를같이
920,,"비가 와도
웃는하루 하루 만들어봐요",2024-07-02 22:02,sh
921,,"남들 잘때 일하고 남들 일할때놀자..
거제로. 낚시여행을...",2024-07-03 03:47,빠달
922,,"
1. 오늘(3일) 오전까지 ‘물폭탄’ 뿌리고 장마전선 남하 → 비가 그친 뒤 3일 낮 최고기온은 25∼32도로 덥고 습한 불쾌한 날씨 예상. 장마전선은 남하한 후 다시 발달하며, 머무르는 지역에 비를 뿌릴 전망
 
 
2. 68세 운전자 '대형 사고'에 고령운전자 논란 → 현재 만 65세 이상은 인지 검사 등이 의무는 아니지만 교통안전교육 권장 대상. 75세부터는 교통안전교육, 치매(인지기능) 검사 의무. 실제 운전 기능 검사등 더 강화되어야 한다는 여론.(아시아경제 외)
 
 
3. 최근 5년간 퇴직연금 수익률 2.35% vs 국민연금 6.86% → 은행, 증권사가 운용하는 ‘퇴직연금 수익률, 국민연금보다 수익률 낮아 국민연금도 퇴직연금 운용할 수 있도록 관련법 개정 필요 주장 나와.(한경)
 
 
4. 항공모함 → 이번 한미일 연합훈련에 온 미 ’루스벨트‘호(니미츠급). 탑재 항공기 80대, 요원 5700명 실어. 한 나라의 전체 공군력 수준. 한척 제조비 48조, 美, 전세계 23척 중 11척 보유. 1척당 年유지비 최대 5000억원. 우리도 항공모함 보유 여론도.(문화)
 
 
5. 1위 KIA, 7위 롯데 만나면 ‘쩔쩔’ → 현재 전적 롯데에 3승 7패로 열세, 올 유독 무서운 ‘먹이사슬’... NC는 기아에 1승 8패로 압도적 열세지만 SSG 만나면 7승 1패로 압도적 우세.(문화)
 
 
6. 프랑스 첫 20대 총리 나올까 → 프랑스 극우정당 국민연합(RN)이 이번 조기 총선에서 제1당 등극 유력... 1995년생인 조르당 바르델라 당대표 총리 유략. 이탈리아 이민자 가정 출신. 16세 때 당시 대선에 출마한 국민전선(FN) 소속 마린 르펜의 TV 토론을 보고 우파의 정치적 이념에 이끌렸다고.(세계)
 
 
7. ‘지구 살리자더니…세계 석탄 소비량 역대 최대 → 중국과 인도의 전력수요 증가로 글로벌 석탄 소비량 역대 최대. 당분간 석탄 가격이 하락할 것으로 전망되는 만큼 소비 늘 것. 중국(47.4억톤)이 세계 석탄소비(85.4억)의 절반 넘어.",2024-07-03 08:52,시놀매니저
923,가입인사,"50대 중반(사별 5년차)이고 
사무실은 서대문역 인근입니다.

잘 부탁드립니다!!",2024-07-03 10:13,하나
924,,이런날은 뼈해장국 어떨까요. ㅎㅎ,2024-07-03 12:02,빠달
925,모임,뜻을 함께할수있는분 모입시다,2024-07-03 14:10,커잔
926,민주공원에서,공원내조형물,2024-07-03 15:32,훌약
927,안녕하셔요,"회원님들께 첫 인사 올립니다
저는 경기 의왕에 거주합니다
훅시 가까운  친구는 없나요",2024-07-03 18:40,노원규
928,첫 정기모임,"책 글 수다 첫 정모입니다.

1. 오시는 길:
서울 동작구 노량진로10
지하철 대방역 직접 연결
1호선 대방역 2, 3번 출구 방향으로 오시면 출구 에스컬레이터 올라가지 않고 정면 서울가족플라자 입구로 들어오셔서 오른쪽으로 오시면 세미나실이 있습니다.
승용차를 이용하실 경우, 주차장 이용 가능합니다.

2. 프로그램

첫 정모인 만큼 상견례, 친목 위주로 진행할 예정입니다.
회원 여러분께서 따로 준비하실 것은 없습니다.
희망하시는 분에 한하여 발표  기회도 있을 것이므로, 원하시는 분은 준비해 오시면 되겠습니다.
자유롭게 대화 형식으로 진행할 예정이므로 말씀하실 내용만 준비하시면 됩니다.

<주제>
□ 독서 후기 = 읽은 책 소개, 읽은 후 감상, 기억에 남는 문장 등
□ 도서 추천 = 추천 도서 소개, 추천 이유 등
□ 함께 읽고 싶은 책 = 도서 명, 저자, 출판사 등
□ 향후 모임에 대한 의견

위 내용은 예시이므로 꼭 여기에 얽매일 필요는 없습니다.

향후 월1회 정모 개최를 원칙으로 하고, 분기별로는소풍 견학 여행 등을 진행할 계획입니다.",2024-07-03 19:41,제이
929,.," (나도 그렇게 흘러가자) 

흐르는 선율에 내 마음도 따라
흐르는 시간의 여정

넘실대는 강물의 흐름이
질곡의 역사를 보여주듯

인생의 삶이 우리를 속이더라도
흘러가는 강물처럼 흐르게 하자

슬픔이 나를 덮쳐도
고난이 나를 치고 가도
올 것은 오고, 갈 것은 간다는
흐름의 법칙에 우리의 몸을 맡기자

좀 아프면 어떠랴?
좀 성가시면 어떠랴?
어차피 삶은 고난을 이겨야 하고
이긴 자가 누리는 세상이라면...

또 그 이긴 자가 나 이기를 원한다면
결코 환란이라 맥을 놓지 말고

흐르는 음악처럼 세월에 실어가자
탐욕의 자유를 이루려고 몸부림치지 말고

우리 그렇게 함께 흘러가자
흐르는 음악처럼
흐르는 세월처럼

나도 그렇게 흘러가자",2024-07-03 22:36,의봉
930,모임 하면 어떨까요?,"안녕하세요 
모두반가워요
만나서 식사도하고 차도 마시면서
소통하며 지내요^^

모임 진행좀 해주세요",2024-07-03 23:13,sh
931,가입인사 ,"안녕하세요!
반갑습니다 ~~^^~~",2024-07-03 23:32,유운流雲
932,황혼친구,안녕하세요. 전 용인 양지에서 지내고 있습니다.  황혼에 친구처럼 등산 맛집 드라이브 함께 할 여자친구 있으면 하는 바램입니다.  더워요 건강 조심하세요.,2024-07-04 04:39,남은생해피하게
933,,해금강절벽의. ,2024-07-04 05:01,빠달
934,종이접기,"종이접기인데 지폐네요  
학원수강생이 선물이랍시고 
제게 살며시 건네줬답니다",2024-07-04 07:42,훌약
935,,꽃게너은 된장국,2024-07-04 09:12,빠달
936,,"1. ‘경계선지능인’ → 지적 장애 정도는 아니지만 학습과 일상생활에 어려움을 겪는 지능 수준. 보통 IQ 71~84를 경계선지능인으로 간주. 초등생의 4.6%(전체 인구의 13.59%) 정도로 추정. 교육부, 정부 최초의 종합대책인 ‘경계선지능인 지원 방안’ 발표.(경향)▼


2. ‘나 죽고 재산은...’ → 유언장 써놨어도 인정 못받는 유언 태반. △유언 취지 △본인 성명 △유언 날짜 등 엄격한 요건 못 갖추면 유언장 효력 상실. 요건 갖추고도 94세에 고령에 작성하고 몇 개월 뒤 치매 판정받았다는 이유로 효력 인정 안 된 경우도 있다고.(문화)


3. 돈과 정책으로 출산율을 얼마니 올릴 수 있을까 → 1960년대 독재자 니콜라에 차우셰스쿠 치하의 루마니아는 인구와 노동력을 늘리기 위해 낙태와 피임을 금지하고, 자녀가 없는 성인에겐 독신세를 부여했다. 유자녀 가구에게 각종 재정 혜택과 주택 등을 제공했다. 1.9명이던 출산율은 1년 만에 3.66명으로 급상승했다. ‘인구 혁명’은 오래가지 못했다. 고아원이 붐비기 시작했다. 임신을 원치 않던 여성들은 뒷골목 불법 낙태 시술소로 내몰려야 했다. 정책은 폐기됐고 출산율은 다시 떨어졌다.(아시아경제)


4. 시청역 역주행 교통사고 → 급발진이 아니고 운전자 과실에 의한 것으로 확인되더라도 처벌 수위는 금고 5년을 넘지 않을 전망... 교통사고처리특례법상 업무상 과실치사상 혐의의 형량은 5년 이하의 금고 또는 2000만 원 이하의 벌금으로 규정돼 있다.(아시아경제)


5. 일본의 눈물…4년 만에 다시 역성장 전망 → 가장 큰 요인은 GDP의 절반 이상을 차지하는 민간소비 위축, 마이너스 물가에서는 벗어났지만 임금 상승은 그만큼 뒷받침되지 않아 국민 소비 여력은 줄어.(아시아경제)


6. ‘러브 버그’ → 보기는 징그럽지만 진드기 박멸하는 익충... 몇 년 전까지 이름조차 생소했던 ‘붉은등우단털파리’(일명 러브버그)가 여름마다 서울 뒤덮어. 아열대성인 러브버그의 유충은 진드기를 없애고 환경정화를 하는 익충.",2024-07-04 09:43,시놀매니저
937,참석,공지 올려주세요,2024-07-04 10:23,빅초이
938,참석,배워보고싶네요,2024-07-04 10:25,빅초이
939,타로,관심있습니다,2024-07-04 10:28,빅초이
940,가입인사,잘부탁드립니다,2024-07-04 11:46,유제니
941,가입인사,잘 부탁드립니다 ,2024-07-04 13:37,상수
942,수국,거제수국,2024-07-04 15:31,빠달
943,맛집 아시는곳 나눠요~,만들었습니다 맛집 보고 먹고 마시며 많이들 소통하면 좋겠습니다.,2024-07-04 16:32,로얄모카
944,거제,수국,2024-07-04 17:48,빠달
945,.,"(7월의 당신을 위한 기도)

절망 보다는 희망을 꿈꾸고 다듬는
7월이길 바랍니다.

욕심 보다는 배려를 통해
인덕을 쌓는
7월이길 바랍니다.

작은 미소 안에서
행복을 느끼고
작은 바램이 늘 마음에 자리하는
7월이길 바래 봅니다.

햇살이 뜨면 찡긋 웃는
미소를 보이고 비가오는 날이면
우산 대신 빗방울에
아름다움을 느끼는
7월이길 바래봅니다.

어려운 인생길도 결국
인내와 사랑으로 헤쳐 나가는
7월이길 바랍니다.

내가 가진 마음속에 작은
꿈들과 행복을 나눌 수 있는
그런 7월이었으면 좋겠습니다.

오늘도 감사이고
내일도 감사이며
모레는 당신의 사랑 안에서
행복을 꿈꾸는
7월이었으면 좋겠습니다.",2024-07-04 20:02,의봉
946,메타세콰이어 길,"7월7일 (일) 오후 2시 
마포구청역 7번 출구
2시간 내외

번개팅으로 일정 잡힌 메타세콰이어 길은 정말 편하고 아름답습니다.
옛날 난지도가 이렇게 아름다운 길로 재탄생했다는 사실에 놀라울 따름입니다. 
메타세콰이어길 노을공원, 하늘공원을 다 돌아보면 좋겠습니다.
다행히 그날은 장맛비가 멈춘다는 희소식도 있습니다.
이런 경우를 하늘이 돕는다고 하지요.
시간 나시는 분들 모두 참석하시고
좋은 시간 만들었으면 좋겠습니다.",2024-07-04 20:03,케이
947,한탄강이 아련해서,"전곡에 살았었고,
한달에 한번씩 가요",2024-07-04 22:27,녹우
948,,비가오는 와중에도 아름다움은 빛난다,2024-07-05 05:52,빠달
949,순수,어떤 모임입니까? 참여하고싶네요,2024-07-05 08:51,순수
950,인생은  비보호 좌회전 ᆢ,공수레  공수거ᆢ,2024-07-05 12:40,블루베리쥬스
951,하모니 님 반갑습니다,"하모니 님! 책 글 수다에 오신 것을 환영합니다.
많이 읽고, 많이 쓰고, 많이 수다 떨면서 더 행복해지셨으면 좋겠습니다.",2024-07-05 13:44,제이
952,마포구민입니다.,안녕하세요 마포구 살아서 가입했어요,2024-07-05 14:01,솔티드카라멜커픠
953,설레는 마음으로...,순례길이라니.. 보고 직잡 가지는 못하지만 사진등 글 보려고 가입해봅니다.,2024-07-05 14:54,은은하게
954,최백호 낭만에 대하여,낭만에 대하여 가사입니다.,2024-07-05 15:05,인자강
955,노래방좋아하시는분?,"소소하게 노래방 가는데 젊은 친구들 처럼 혼자 가기는 힘이 드네요,

만나서 저녁드시고,
비슷한 또래 모여서 가보시는건 어떠세요? 

모임 n/1입니다.",2024-07-05 15:08,인자강
956,안녕하세요,새로운모임장이니다,2024-07-05 15:09,최가네
957,안녕하세요~,잘부탁드립니다~,2024-07-05 15:11,최가네
958,한강 걷기 모임,운동삼아 한강 걸을 사람 모집,2024-07-05 16:00,규진
959,두번째 공지입니다,가입하시고 첫인사 꼭 작성해주세요,2024-07-05 16:04,최가네
960,간단하게 모임 정모 해볼까 합니다,한번 정모 해보죠!,2024-07-05 16:07,최가네
961,일정 취소,안녕하세요,2024-07-05 17:21,최가네
962,첫 정모 테스트입니다~,안녕하세요~,2024-07-05 17:26,최가네
963,2차 정모 합니다,2차 정모 예정입니다,2024-07-05 17:30,최가네
964,안녕하세요~ 간단하게 만나봅시다,간단하게 모여봅시다,2024-07-05 17:38,최가네
965,환영회,안녕하세요,2024-07-05 17:40,최가네
966,안녕하세요,안녕하세요~,2024-07-05 17:41,최가네
967,,"한번 웃어봐요 ^0^;;

#유머
🧒위조지폐 👧
/
부부가 이혼하고 아이 때문에 다투는데,
법정에서 부인이 당당하게 말하기를
""아이는 내 배 속에서
나왔으니 당연히 내 아이입니다.""
/
남편이 분노하면서 말하기를 
""웃겨, 완전 헛소리하네,
현금 인출기에서 나오는 돈은 현금인출기 거겠네?
카드를 끼우는 사람 거잖아.""
법관은 그 자리에서 졸도하고
변호사 조차도 탄복했다.
/
그러자 부인이 이어서 말하기를 
""만약 나온 돈이 위조지폐면 당신 갖겠어?""
그 장소에 있던 사람들 모두 졸도해서 
지금까지 깨어나지 못하고 있다...ㅎㅎ
//
말의 예술 
판결은?? ㅋㅋ",2024-07-05 18:54,오도엽
968,.,"(함께~ 하는 세상~

바람개비는
바람이 불지 않으면 
혼자서는 돌지 못합니다.
 
이 세상 그 무엇도 
홀로 존재란 없습니다.
사람도 
혼자 살지 못합니다.

함께 만들고 
같이 살아가는 것입니다. 
 
사랑, 봉사, 희생
이런 마음이 내 안에, 
우리 안에 있을 때,
사람도, 세상도 
더욱더 아름다운 법입니다. 
 
넘칠 때는 모릅니다.
건강할 때는 
자칫 잊고 삽니다.
모자랄 때, 
아플 때,

비로소, 
다른 사람의 도움 없이는
한 걸음도 
뗄 수 없다는 것을 
절실히 알게 됩니다. 
 
카톡도 혼자는 못합니다.
그냥 무턱대고 보내는
것이 절대 아닙니다.
우정과 사랑을 나누는 지인이 있기 때문입니다.

같이
살아야 한다는 말은
서로 돕고 
살라는 의미입니다.
함께 어울리고,
함께 채워주고, 
함께 나눠주고,
함께 위로하면서
아름답게 
살자는 의미입니다. 
 
이 세상 
존재하는 그 무엇도
혼자서는 살 수 없습니다. 
내가 못하는 것을
다른 사람이 하고,
다른 사람이 
안 하는 일을 
내가 하기도 합니다. 
 
때론 상처를 입고 
때론 손해도 보면서,
서로 돕고, 도전받고, 
마음을 나누는 우리네 삶.  
그렇게 
함께 만드는 세상이
아름다워집니다.

건강이 최고
늘 처음처럼
오늘도 좋은 일만 
있을 겁니다.",2024-07-05 19:17,의봉
969,시니어의 책 읽기,"첫 정모를 공고하면서 이런 저런 발표 안내를 함께 해서 부담을 드린 것은 아닌가 하는 걱정이 살짝 되었습니다.
그러나 전혀 그런 뜻은 아니란 말씀을 드립니다.
그와 관련해 저의 독서에 대한 생각을 말씀드리고자 합니다.
""책읽기를 즐기되 심오한 해석을 구하지 말라""
바로 이 한 마디로 요악됩니다.
우리가 이 나이에 무슨 대단한 학문을 하는 것도 아니고 고시공부를 하는 것도 아니지 않습니까? 그럴 필요도 없구요.
그러므로 알면 아는대로 모르면 모르는대로, 읽는 즐거움을 만끽하면 된다는게 제 생각입니다.
많이 알아서 독서를 통해 더 많은 것을 느낀다면 좋은 일이고, 그렇지 못해서 많은 것을 얻지 못한다고 해서 한탄할 일도, 아등바등 애를 쓸 일도 아니라는 것입니다.
그저 읽는 즐거움을 누리고, 그러면서 내가 아는 만큼 느끼면 그것으로 족하다는 것이지요.
그것 만으로도 내 삶은 더 풍성해지니까요.
그에 더해 같이 책읽는 사람들이 모여 이야기를 나누면 더 풍성해지지 않겠습니까?
그러므로 책 글 수다 중에서 제일은 수다라고 감히 말합니다. ㅋ
13일 정모에서의 수다가 너무 기대됩니다.
",2024-07-05 20:10,제이
970,방랑자,사람은 누구나 방랑자가 아닐까요,2024-07-05 21:35,산중턱
971,인생의,"세월이 참빠르네요 어느새 여기까지
와네요 정신없이 바쁘게 살다보니 
인생의 종착역이 가까오네욧",2024-07-05 21:45,바람우면히
972,2차 번개팅은 진행합니다.,"시놀 앱의 이상 작동으로 일정 취소되었으나
7.7. 오후 2시 
마포구청역 7번출구에서 메타세콰이어 길 걷기는 일정그대로 진행합니다.
현재 4분 참석하기로 예정되어 있습니다.
착오 없으시기 바랍니다.",2024-07-05 23:15,케이
973,지란지교처럼,"지란지교를 꿈꾸며
유안진님 글처럼
살고싶은 친구를 찿습니다",2024-07-06 00:39,가을
974,친구 만들고 싶어요,"자리에 누워  전화통화 할 친구라도 있었으면~
생각하다    혹시?  검색 해보니  반갑게도   있네요 ~
즐거운  대화상대   만나고 싶습니다",2024-07-06 00:44,하늘사랑56
975,,"멸종 위기종..
이쁘다고 함부로 캐거나 꺽지맙시다.",2024-07-06 04:19,빠달
976,가입인사,"안녕하세요 ~~
반가워요!
친구같은 좋은 인연 기대해 봅니다!",2024-07-06 05:45,유운流雲
977,반갑습니다,또랑조라도 괜찮을라나...,2024-07-06 06:08,솔롱고
978,여행,여행학ㆍ사,2024-07-06 08:07,성범
979,똑똑,"들어와도되나요?
문득문득    차마시고 산책하고싶을때
좋은이가  두어명쯤  있었으면~~ ",2024-07-06 09:15,하늘사랑56
980,,월류봉의 홍수모습        ..작년,2024-07-06 09:52,빠달
981,안녕하세요 ,처음이라 어떤 말을해야 할 지 모르겠네요 ,2024-07-06 10:16,닉네임 없음
982,안녕하세요,"잘부탁합니다
등산은 안해봤는데
조금 걱정도 되네요",2024-07-06 10:48,닉네임 없음
983,안녕하세요 ,"댄스초보예요
잘부탁드려요 
",2024-07-06 11:01,닉네임 없음
984,넘 썰렁해요 웃어봐요 ^^,"#유머 

유머 사자성어

주차금지 : 술과 커피는 안 팝니다.   

박학다식 : 박사와 학사는 밥을 많이 먹는다.   

삼고초려 : 쓰리고를 했을 때에는 초단을 조심하라.  

개인지도 : 개가 사람을 지도한다.   

남존여비 : 남자가 존재할 때 여자는 비참해진다.   

현모양처 : 현저하게 히프가 양쪽으로 처진 여자.   

사형선고 : 사정과 형편에 따라 선택하고 고른다.   

남녀평등 : 남자나 여자나 모두 등이 평평하다.   

편집위원 : 편식과 집착은 위암의 원인이 된다.  

구사일생 : 구차하게 사는 한 평생. 

포복절도 : 절도의 제일 덕목은 포복을 잘해야 한다.   

황당무계 : 노란 당근이 무게가 더 나간다.   

백설공주 : 백방으로 설치고 다니는 공포의 주둥아리   

동방불패 : 동사무소 방위는 불쌍해서 패지도 않는다.   

주객전도 : 주인이나 손님이나 전부 돌아이다.  

전라남도 : 옷을 홀딱 벗은 남자의 그림.   

절세미인 : 절에 세 들어 사는 미친 여자.   

오리지날 : 오리도 지랄하면 날수 있다.   

우여곡절 : 가장 어렵게 지은 절.   

새옹지마 : 새처럼 옹졸하게 지랄 떨지 마라.",2024-07-06 11:06,오도엽
985,카입인사 꾸벅~^^,좋은추억 간직하고파 참석합니다,2024-07-06 12:02,치맥
986,.,"[인생무상(人生無常)]

세상에 올 때는 혼자서 울며 왔건만
갈때는 여러 사람을 울리고 간다.
빈손으로 왔다가 빈손으로 가는 인생
그 무엇을 애착해서 아둥바둥 살아왔나!
​
인생의 무상함을 희노애락에 노래하고,
덧없이 보낸 세월 후회한들 무엇하리.
​
세월이 유수 같이 빠른 줄 모르고
항상 착각속에 헤매이다 꿈결같이 멀어지네.
​
배신한 내 청춘을 그 무엇으로 달래볼까
황금으로 달래볼까 비단으로 달래볼까
좋은 음식 차려놓고 천지신명께 빌어볼까
모든 것이 허망하다 부질없는 짓이로다.
​
그 옛날 청춘때 어느 벗이 하는 말이 
좋은 일 많이 하고 후회 없이 살란 말이 귓전에 흘러들어 
지금와서 후회 한들 무슨 소용 있으리오.
​
사랑하는 내 청춘을 심산유곡에 묻어놓고
언제 다시 만날 기약 없어 허공에 손짓하네.
​
슬프도다 허무한 우리 인생
바람처럼 스쳐간 짧은 내 청춘
풀잎 끝에 맺혀있는 이슬 같도다.
​
무정한 찬 바람이 건들 불어오면은
이슬도 풀잎도 속절 없이 떨어지네.
​
그리운 내 청춘은 어디로 가고 
이제는 추억만 안고 가네.
​
가는 세월은 그 누가 잡으며
서산에 지는 해를 그 어느 장사가 막을손가.
​
모든것을 인정하고 자연에 승복하고
좋은 일 많이 해서 서로 서로 사랑하고 후회 없이 살다보면
웃음꽃이 피어나리",2024-07-06 12:25,의봉
987,이렇게 모임을 활용하세요 :),"아직 오프라인 모임이 없는 상황에서 이 모임은 가입했는데 어떻게 이용하는지 궁금해 하신 분들이 있어 글을 남깁니다:)

인상깊은 맛집이나 카페를 다녀오신 후 사진과 글로 회원님들과 공유해주세요~^^

또한, 평소에 본인에게 생각할 여지를 준 영화들이 있으면 간단한 추천글과 함께 자유롭게 추천해주세요~^^

추후 오프라인 모임이 생기면 적극적으로 참여해주세요~ 아직 모임 만든지가 1개월 조금 넘어 얼마나 사람들이 모일지 몰라 우선 온라인으로 서로 공유했으면 합니다~^^",2024-07-06 12:26,럭키
988,기입인사,"안녕하세요.
",2024-07-06 13:56,광수오빠
989,여수 여행에 다녀왔습니다,"휴식이 필요해 여수로 여행을 떠났습니다
맛있는 음식도 먹고 여유롭게 책도 읽고 
덥지만 즐거운 여행이였습니다 ^^

노을이 아름다웠던 포차거리와 싱싱한 삼합 
그리고 게장과 아쿠아리움

모두 완벽했던 여행~ 
남기고 공유하고 싶어 올려봅니다",2024-07-06 15:18,추억의향기
990,여수,아름다웠던 빅오쇼,2024-07-06 15:19,추억의향기
991,안녕하세요? 사하구 거주 신병입니다.,"안녕하세요?
저는 사하구 장림동에 거주하며,
현장 안전관리자로 근무중입니다.
부산은 처음인데 좋은 사람과 좋은 인연으로 재미있게 지내면 좋겠습니다.
모두들 건강하시고 행복한 나날 되시기 바랍니다. 고맙습니다.",2024-07-06 15:51,이성빈 (Samuel Lee)
992,"Hi,there!","Hi,guys!
My name is Sam(uel) and 
I'm living in Jangrimdong, Sahagu.
We can get together sometimes and hang out occasionally.
Have a nice day!
",2024-07-06 15:55,이성빈 (Samuel Lee)
